,Date,actural_return,historic_mean,predicted_return,f_err,r_err,RMSE_diff,se_lm,se_mean,,,
170,12412,0.66,-0.104741687,-0.001833333,0.764741687,0.661833333,-0.106899131,0.584829848,0.438023361,,,
171,12415,-0.13,-0.180710392,-0.006166667,0.050710392,-0.123833333,-0.106542537,0.002571544,0.015334694,,,
172,12416,0.3,0.327712463,-0.010583333,-0.027712463,0.310583333,-0.105913442,0.000767981,0.096462007,,,
173,12417,0.04,-0.13171811,-0.013305556,0.17171811,0.053305556,-0.105684751,0.029487109,0.002841482,,,
174,12419,-0.18,0.277690389,-0.018416667,-0.457690389,-0.161583333,-0.105912339,0.209480492,0.026109174,,,
175,12422,0.78,-0.273463348,-0.017833333,1.053463348,0.797833333,-0.106769995,1.109785026,0.636538028,,,
176,12423,0.01,-0.29532958,-0.020555556,0.30532958,0.030555556,-0.106735659,0.093226152,0.000933642,,,
177,12424,-0.48,0.147696857,-0.019694444,-0.627696857,-0.460305556,-0.106887894,0.394003344,0.211881204,,,
178,12425,-0.27,0.323411188,-0.024583333,-0.593411188,-0.245416667,-0.107412342,0.352136838,0.06022934,,,
179,12426,0.02,0.106701901,-0.02525,-0.086701901,0.04525,-0.107126963,0.00751722,0.002047563,,,
180,12429,-1.37,0.090674266,-0.032472222,-1.460674266,-1.337527778,-0.107179221,2.13356931,1.788980556,,,
181,12430,-0.78,0.216323345,-0.0415,-0.996323345,-0.7385,-0.107964623,0.992660209,0.54538225,,,
182,12431,-0.55,0.110489212,-0.040194444,-0.660489212,-0.509805556,-0.108075688,0.436246,0.259901704,,,
183,12432,1.18,-0.000960452,-0.040055556,1.180960452,1.220055556,-0.106990214,1.394667588,1.488535559,,,
184,12433,0.27,0.116554497,-0.037888889,0.153445503,0.307888889,-0.106465851,0.023545522,0.094795568,,,
185,12437,0.08,-0.465488777,-0.041805556,0.545488777,0.121805556,-0.106964554,0.297558006,0.014836593,,,
186,12438,0.11,-0.021156423,-0.039277778,0.131156423,0.149277778,-0.106654682,0.017202007,0.022283855,,,
187,12439,0.6,-0.10446642,-0.033638889,0.70446642,0.633638889,-0.106493684,0.496272936,0.401498242,,,
188,12440,-0.14,0.759432044,-0.026027778,-0.899432044,-0.113972222,-0.108410706,0.808978002,0.012989667,,,
189,12443,0.62,0.278985904,-0.027916667,0.341014096,0.647916667,-0.107139575,0.116290614,0.419796007,,,
190,12444,1.52,-0.098995129,-0.0255,1.618995129,1.5455,-0.106675462,2.621145226,2.38857025,,,
191,12445,1.35,0.060294893,-0.021,1.289705107,1.371,-0.1051779,1.663339262,1.879641,,,
192,12446,0.38,-0.682489858,-0.008555556,1.062489858,0.388555556,-0.107493385,1.128884698,0.15097542,,,
193,12447,0.18,0.291641733,-0.007944444,-0.111641733,0.187944444,-0.107141201,0.012463877,0.035323114,,,
194,12450,0.14,-0.401454338,-0.015111111,0.541454338,0.155111111,-0.107577955,0.2931728,0.024059457,,,
195,12451,-0.11,-0.202048167,-0.014944444,0.092048167,-0.095055556,-0.107297215,0.008472865,0.009035559,,,
196,12452,-0.47,-0.27843404,-0.018472222,-0.19156596,-0.451527778,-0.106509307,0.036697517,0.203877334,,,
197,12453,1.53,-0.115277092,-0.021833333,1.645277092,1.551833333,-0.106234622,2.706936709,2.408186694,,,
198,12454,0.86,0.024256732,-0.016472222,0.835743268,0.876472222,-0.105532679,0.698466809,0.768203556,,,
199,12457,-0.77,-0.372292515,-0.011361111,-0.397707485,-0.758638889,-0.103989132,0.158171243,0.575532964,,,
200,12458,1.21,0.264780235,-0.015527778,0.945219765,1.225527778,-0.101670396,0.893440404,1.501918334,,,
201,12459,-0.58,-0.516531576,-0.010111111,-0.063468424,-0.569888889,-0.100483683,0.004028241,0.324773346,,,
202,12460,0.24,0.098766099,-0.007333333,0.141233901,0.247333333,-0.100109136,0.019947015,0.061173778,,,
203,12461,-0.1,-0.195451383,-0.004166667,0.095451383,-0.095833333,-0.099859285,0.009110966,0.009184028,,,
204,12465,-0.03,-0.359705224,0.001777778,0.329705224,-0.031777778,-0.099891788,0.108705535,0.001009827,,,
205,12466,0.27,-0.721486959,0.003777778,0.991486959,0.266222222,-0.101970454,0.98304639,0.070874272,,,
206,12467,-0.25,-0.267848625,0.000416667,0.017848625,-0.250416667,-0.101543635,0.000318573,0.062708507,,,
207,12468,0.84,0.143148603,-0.00425,0.696851397,0.84425,-0.100501135,0.485601869,0.712758063,,,
208,12471,-0.35,-0.432389295,-0.003111111,0.082389295,-0.346888889,-0.09993404,0.006787996,0.120331901,,,
209,12472,-1,-0.239158145,-0.009611111,-0.760841855,-0.990388889,-0.098383112,0.578880328,0.980870151,,,
210,12473,-0.46,-0.717134209,-0.01,0.257134209,-0.45,-0.097744345,0.066118001,0.2025,,,
211,12474,-0.75,-0.065292958,-0.011222222,-0.684707042,-0.738777778,-0.09715958,0.468823734,0.545792605,,,
212,12475,-0.35,-0.189389269,-0.016166667,-0.160610731,-0.333833333,-0.09668273,0.025795807,0.111444694,,,
213,12478,-0.89,-0.025489657,-0.017,-0.864510343,-0.873,-0.096199953,0.747378134,0.762129,,,
214,12479,1,-0.330658167,-0.014305556,1.330658167,1.014305556,-0.097527656,1.770651158,1.02881576,,,
